         worklat,       value,     chindex,     chlabel,        bini,                         binlabel,grammar,word_type,ERPset,ID,Accuracy,subjectID,reading_speed,comprehension_score,Experiment,Sex,Age,Years of Formal Education,Occupation,Vividness,Control
  [300.0  500.0],3.533,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,4,4,0.83,S4L4,211,31,APS_Silent,Male,18,12,Student,61,67
  [300.0  500.0],-0.907,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,6,6,0.88,S6L6,232,29,APS_Silent,Female,18,13,Student,67,70
  [300.0  500.0],2.029,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,7,7,0.92,S7L7,247,31,APS_Silent,Female,18,12,Student,45,42
  [300.0  500.0],1.811,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,8,8,0.94,S8L8,279,34,APS_Silent,Female,19,14,Student,76,70
  [300.0  500.0],2.331,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,10,10,0.91,S10L10,179,31,APS_Silent,Female,19,13,Student,75,61
  [300.0  500.0],2.368,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,12,12,0.96,S12L12,164,31,APS_Silent,Female,18,12,Student,68,57
  [300.0  500.0],0.622,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,13,13,0.92,S13L1,211,25,APS_Silent,Female,19,13,Student,80,69
  [300.0  500.0],1.518,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,14,14,0.9,L14L2,211,17,APS_Silent,Female,20,12,Student,82,81
  [300.0  500.0],3.034,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,16,16,0.93,s16l4,211,37,APS_Silent,Male,18,12,Student,72,79
  [300.0  500.0],-1.085,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,18,18,0.91,S18L6,195,34,APS_Silent,Male,19,12,Student,85,79
  [300.0  500.0],-0.275,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,21,21,0.93,s21L9,137,15,APS_Silent,Male,18,12,Student,72,70
  [300.0  500.0],-0.47,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,22,22,0.91,s22l10,164,21,APS_Silent,Male,23,17,Student,77,98
  [300.0  500.0],-3.029,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,25,25,0.94,,,,,,,,Student,,
  [300.0  500.0],-1.015,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,27,27,0.95,S27L3,247,33,APS_Silent,Female,18,12,Student,77,82
  [300.0  500.0],0.395,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,30,30,0.87,s30l6,339,32,APS_Silent,Male,20,15,Student,85,88
  [300.0  500.0],4.458,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,31,31,0.86,s31l7,164,18,APS_Silent,Female,19,12,Student,59,69
  [300.0  500.0],3.716,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,37,37,0.93,s37L9,261,35,APS_Silent,Female,19,13,Student,89,74
  [300.0  500.0],0.421,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,38,38,0.91,s38l5,211,34,APS_Silent,Female,18,12,Student,47,64
  [300.0  500.0],3.42,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,39,39,0.95,S39L12,312,35,APS_Silent,Male,28,16,Student,88,85
  [300.0  500.0],1.11,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,40,40,0.9,s40l4,106,28,APS_Silent,Male,19,13,Student,45,38
  [300.0  500.0],1.32,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,42,42,0.78,S42L5,164,25,APS_Silent,Male,24,15,Student,74,73
  [300.0  500.0],2.944,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,43,43,0.89,S43L3,312,34,APS_Silent,Female,20,14,Student,64,69
  [300.0  500.0],0.165,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,44,44,0.92,s44l8,195,33,APS_Silent,Female,18,12,Student,60,67
  [300.0  500.0],-1.628,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,46,46,0.88,s46L2,261,30,APS_Silent,Male,19,13,Student,59,82
  [300.0  500.0],0.806,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,47,47,0.88,s47L5,247,35,APS_Silent,Male,18,12,Student,80,73
  [300.0  500.0],2.003,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,48,48,0.88,s48l11,247,29,APS_Silent,Male,18,12,Student,71,67
  [300.0  500.0],0.067,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,49,49,0.89,s49L10,223,32,APS_Silent,Male,19,12,Student,92,87
  [300.0  500.0],4.564,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,51,51,0.95,s51L12,364,35,APS_Silent,Female,19,13,Student,80,78
  [300.0  500.0],0.611,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,52,52,0.91,S52L5,179,26,APS_Silent,Female,22,17,Student,61,62
  [300.0  500.0],1.784,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,61,61,0.86,S61,364,27,APS_Silent,Female,18,12,Student,79,82
  [300.0  500.0],2.291,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,62,62,0.9,S62L2,179,34,APS_Silent,Male,20,14,Student,96,92
  [300.0  500.0],-0.122,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,63,63,0.9,S63L3,223,28,APS_Silent,Female,19,12,Student,63,63
  [300.0  500.0],0.074,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,64,64,0.93,S64L4,137,33,APS_Silent,Female,18,12.5,Student,52,65
  [300.0  500.0],0.149,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,65,65,0.9,S65L5,232,35,APS_Silent,Male,27,12,Student,52,64
  [300.0  500.0],5.22,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,66,66,0.9,S66L6,364,33,APS_Silent,Female,19,13.5,Student,62,73
  [300.0  500.0],0.421,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,67,67,0.91,S67L7,179,25,APS_Silent,Male,21,14.5,Student,92,88
  [300.0  500.0],-0.559,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,68,68,0.89,s68l8,279,32,APS_Silent,Male,18,12.5,Student,86,76
  [300.0  500.0],0.377,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,70,70,0.93,S70L10,232,32,APS_Silent,Male,20,15,Student,49,47
  [300.0  500.0],0.808,43,         ROI,1,  Correct_Verb_in_Correct_Pronoun,good,verb,72,72,0.91,S72L12,123,23,APS_Silent,Male,20,13,Student,76,76
  [300.0  500.0],1.579,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,1,1,0.92,s1L1,211,24,APS_Silent,Female,19,14,Student,74,68
  [300.0  500.0],-3.425,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,2,2,0.96,S2L2,195,32,APS_Silent,Female,18,12,Student,88,87
  [300.0  500.0],-1.54,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,3,3,0.93,S3L3,223,25,APS_Silent,Female,21,14,Student,66,63
  [300.0  500.0],0.378,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,4,4,0.83,S4L4,211,31,APS_Silent,Male,18,12,Student,61,67
  [300.0  500.0],1.458,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,6,6,0.88,S6L6,232,29,APS_Silent,Female,18,13,Student,67,70
  [300.0  500.0],-1.015,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,7,7,0.92,S7L7,247,31,APS_Silent,Female,18,12,Student,45,42
  [300.0  500.0],-3.835,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,8,8,0.94,S8L8,279,34,APS_Silent,Female,19,14,Student,76,70
  [300.0  500.0],0.78,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,10,10,0.91,S10L10,179,31,APS_Silent,Female,19,13,Student,75,61
  [300.0  500.0],3.743,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,12,12,0.96,S12L12,164,31,APS_Silent,Female,18,12,Student,68,57
  [300.0  500.0],1.172,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,13,13,0.92,S13L1,211,25,APS_Silent,Female,19,13,Student,80,69
  [300.0  500.0],-2.533,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,14,14,0.9,L14L2,211,17,APS_Silent,Female,20,12,Student,82,81
  [300.0  500.0],-0.967,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,16,16,0.93,s16l4,211,37,APS_Silent,Male,18,12,Student,72,79
  [300.0  500.0],4.641,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,18,18,0.91,S18L6,195,34,APS_Silent,Male,19,12,Student,85,79
  [300.0  500.0],0.66,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,21,21,0.93,s21L9,137,15,APS_Silent,Male,18,12,Student,72,70
  [300.0  500.0],-2.438,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,22,22,0.91,s22l10,164,21,APS_Silent,Male,23,17,Student,77,98
  [300.0  500.0],1.632,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,25,25,0.94,,,,,,,,Student,,
  [300.0  500.0],0.64,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,27,27,0.95,S27L3,247,33,APS_Silent,Female,18,12,Student,77,82
  [300.0  500.0],1.423,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,30,30,0.87,s30l6,339,32,APS_Silent,Male,20,15,Student,85,88
  [300.0  500.0],-2.893,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,31,31,0.86,s31l7,164,18,APS_Silent,Female,19,12,Student,59,69
  [300.0  500.0],0.408,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,37,37,0.93,s37L9,261,35,APS_Silent,Female,19,13,Student,89,74
  [300.0  500.0],0.45,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,38,38,0.91,s38l5,211,34,APS_Silent,Female,18,12,Student,47,64
  [300.0  500.0],-1.379,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,39,39,0.95,S39L12,312,35,APS_Silent,Male,28,16,Student,88,85
  [300.0  500.0],1.697,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,40,40,0.9,s40l4,106,28,APS_Silent,Male,19,13,Student,45,38
  [300.0  500.0],-3.864,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,42,42,0.78,S42L5,164,25,APS_Silent,Male,24,15,Student,74,73
  [300.0  500.0],0.284,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,43,43,0.89,S43L3,312,34,APS_Silent,Female,20,14,Student,64,69
  [300.0  500.0],-5.16,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,44,44,0.92,s44l8,195,33,APS_Silent,Female,18,12,Student,60,67
  [300.0  500.0],0.214,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,46,46,0.88,s46L2,261,30,APS_Silent,Male,19,13,Student,59,82
  [300.0  500.0],-1.367,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,47,47,0.88,s47L5,247,35,APS_Silent,Male,18,12,Student,80,73
  [300.0  500.0],-0.328,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,48,48,0.88,s48l11,247,29,APS_Silent,Male,18,12,Student,71,67
  [300.0  500.0],0.363,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,49,49,0.89,s49L10,223,32,APS_Silent,Male,19,12,Student,92,87
  [300.0  500.0],-0.662,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,51,51,0.95,s51L12,364,35,APS_Silent,Female,19,13,Student,80,78
  [300.0  500.0],-0.933,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,52,52,0.91,S52L5,179,26,APS_Silent,Female,22,17,Student,61,62
  [300.0  500.0],-3.083,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,61,61,0.86,S61,364,27,APS_Silent,Female,18,12,Student,79,82
  [300.0  500.0],-3.97,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,62,62,0.9,S62L2,179,34,APS_Silent,Male,20,14,Student,96,92
  [300.0  500.0],-2.093,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,63,63,0.9,S63L3,223,28,APS_Silent,Female,19,12,Student,63,63
  [300.0  500.0],-1.926,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,64,64,0.93,S64L4,137,33,APS_Silent,Female,18,12.5,Student,52,65
  [300.0  500.0],-1.199,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,65,65,0.9,S65L5,232,35,APS_Silent,Male,27,12,Student,52,64
  [300.0  500.0],-0.706,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,66,66,0.9,S66L6,364,33,APS_Silent,Female,19,13.5,Student,62,73
  [300.0  500.0],1.398,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,67,67,0.91,S67L7,179,25,APS_Silent,Male,21,14.5,Student,92,88
  [300.0  500.0],3.346,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,68,68,0.89,s68l8,279,32,APS_Silent,Male,18,12.5,Student,86,76
  [300.0  500.0],-1.156,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,70,70,0.93,S70L10,232,32,APS_Silent,Male,20,15,Student,49,47
  [300.0  500.0],-3.734,1,        VEOG,6,                       Pronoun_DW,PronounDW,PronounDW,72,72,0.91,S72L12,123,23,APS_Silent,Male,20,13,Student,76,76
  [300.0  500.0],-3.371,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,1,1,0.92,s1L1,211,24,APS_Silent,Female,19,14,Student,74,68
  [300.0  500.0],-1.732,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,2,2,0.96,S2L2,195,32,APS_Silent,Female,18,12,Student,88,87
  [300.0  500.0],-0.627,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,3,3,0.93,S3L3,223,25,APS_Silent,Female,21,14,Student,66,63
  [300.0  500.0],-0.85,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,4,4,0.83,S4L4,211,31,APS_Silent,Male,18,12,Student,61,67
  [300.0  500.0],-1.279,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,6,6,0.88,S6L6,232,29,APS_Silent,Female,18,13,Student,67,70
  [300.0  500.0],-1.825,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,7,7,0.92,S7L7,247,31,APS_Silent,Female,18,12,Student,45,42
  [300.0  500.0],2.277,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,8,8,0.94,S8L8,279,34,APS_Silent,Female,19,14,Student,76,70
  [300.0  500.0],-1.237,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,10,10,0.91,S10L10,179,31,APS_Silent,Female,19,13,Student,75,61
  [300.0  500.0],2.526,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,12,12,0.96,S12L12,164,31,APS_Silent,Female,18,12,Student,68,57
  [300.0  500.0],0.533,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,13,13,0.92,S13L1,211,25,APS_Silent,Female,19,13,Student,80,69
  [300.0  500.0],0.116,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,14,14,0.9,L14L2,211,17,APS_Silent,Female,20,12,Student,82,81
  [300.0  500.0],0.127,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,16,16,0.93,s16l4,211,37,APS_Silent,Male,18,12,Student,72,79
  [300.0  500.0],1.323,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,18,18,0.91,S18L6,195,34,APS_Silent,Male,19,12,Student,85,79
  [300.0  500.0],0.917,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,21,21,0.93,s21L9,137,15,APS_Silent,Male,18,12,Student,72,70
  [300.0  500.0],-1.726,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,22,22,0.91,s22l10,164,21,APS_Silent,Male,23,17,Student,77,98
  [300.0  500.0],-7.817,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,25,25,0.94,,,,,,,,Student,,
  [300.0  500.0],-2.233,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,27,27,0.95,S27L3,247,33,APS_Silent,Female,18,12,Student,77,82
  [300.0  500.0],1.521,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,30,30,0.87,s30l6,339,32,APS_Silent,Male,20,15,Student,85,88
  [300.0  500.0],-1.713,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,31,31,0.86,s31l7,164,18,APS_Silent,Female,19,12,Student,59,69
  [300.0  500.0],3.559,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,37,37,0.93,s37L9,261,35,APS_Silent,Female,19,13,Student,89,74
  [300.0  500.0],-1.988,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,38,38,0.91,s38l5,211,34,APS_Silent,Female,18,12,Student,47,64
  [300.0  500.0],0.434,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,39,39,0.95,S39L12,312,35,APS_Silent,Male,28,16,Student,88,85
  [300.0  500.0],0.56,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,40,40,0.9,s40l4,106,28,APS_Silent,Male,19,13,Student,45,38
  [300.0  500.0],0.044,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,42,42,0.78,S42L5,164,25,APS_Silent,Male,24,15,Student,74,73
  [300.0  500.0],1.604,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,43,43,0.89,S43L3,312,34,APS_Silent,Female,20,14,Student,64,69
  [300.0  500.0],-3.132,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,44,44,0.92,s44l8,195,33,APS_Silent,Female,18,12,Student,60,67
  [300.0  500.0],1.204,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,46,46,0.88,s46L2,261,30,APS_Silent,Male,19,13,Student,59,82
  [300.0  500.0],-0.477,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,47,47,0.88,s47L5,247,35,APS_Silent,Male,18,12,Student,80,73
  [300.0  500.0],-1.282,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,48,48,0.88,s48l11,247,29,APS_Silent,Male,18,12,Student,71,67
  [300.0  500.0],4.694,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,49,49,0.89,s49L10,223,32,APS_Silent,Male,19,12,Student,92,87
  [300.0  500.0],1.221,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,51,51,0.95,s51L12,364,35,APS_Silent,Female,19,13,Student,80,78
  [300.0  500.0],2.219,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,52,52,0.91,S52L5,179,26,APS_Silent,Female,22,17,Student,61,62
  [300.0  500.0],-1.886,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,61,61,0.86,S61,364,27,APS_Silent,Female,18,12,Student,79,82
  [300.0  500.0],-0.211,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,62,62,0.9,S62L2,179,34,APS_Silent,Male,20,14,Student,96,92
  [300.0  500.0],-1.403,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,63,63,0.9,S63L3,223,28,APS_Silent,Female,19,12,Student,63,63
  [300.0  500.0],-0.907,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,64,64,0.93,S64L4,137,33,APS_Silent,Female,18,12.5,Student,52,65
  [300.0  500.0],-1.617,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,65,65,0.9,S65L5,232,35,APS_Silent,Male,27,12,Student,52,64
  [300.0  500.0],-4.815,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,66,66,0.9,S66L6,364,33,APS_Silent,Female,19,13.5,Student,62,73
  [300.0  500.0],-1.79,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,67,67,0.91,S67L7,179,25,APS_Silent,Male,21,14.5,Student,92,88
  [300.0  500.0],-2.361,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,68,68,0.89,s68l8,279,32,APS_Silent,Male,18,12.5,Student,86,76
  [300.0  500.0],-1.299,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,70,70,0.93,S70L10,232,32,APS_Silent,Male,20,15,Student,49,47
  [300.0  500.0],0.47,2,        HEOG,6,                       Pronoun_DW,PronounDW,PronounDW,72,72,0.91,S72L12,123,23,APS_Silent,Male,20,13,Student,76,76
  [300.0  500.0],-0.432,3,          FZ,6,                       Pronoun_DW,PronounDW,PronounDW,1,1,0.92,s1L1,211,24,APS_Silent,Female,19,14,Student,74,68
  [300.0  500.0],-4.216,3,          FZ,6,                       Pronoun_DW,PronounDW,PronounDW,2,2,0.96,S2L2,195,32,APS_Silent,Female,18,12,Student,88,87
  [300.0  500.0],-2.546,3,          FZ,6,                       Pronoun_DW,PronounDW,PronounDW,3,3,0.93,S3L3,223,25,APS_Silent,Female,21,14,Student,66,63
  [300.0  500.0],-2.31,3,          FZ,6,                       Pronoun_DW,PronounDW,PronounDW,4,4,0.83,S4L4,211,31,APS_Silent,Male,18,12,Student,61,67
  [300.0  500.0],2.708,3,          FZ,6,                       Pronoun_DW,PronounDW,PronounDW,6,6,0.88,S6L6,232,29,APS_Silent,Female,18,13,Student,67,70
  [300.0  500.0],-0.449,3,          FZ,6,                       Pronoun_DW,PronounDW,PronounDW,7,7,0.92,S7L7,247,31,APS_Silent,Female,18,12,Student,45,42
  [300.0  500.0],-3.765,3,          FZ,6,                       Pronoun_DW,PronounDW,PronounDW,8,8,0.94,S8L8,279,34,APS_Silent,Female,19,14,Student,76,70
  [300.0  500.0],-2.468,3,          FZ,6,                       Pronoun_DW,PronounDW,PronounDW,10,10,0.91,S10L10,179,31,APS_Silent,Female,19,13,Student,75,61
  [300.0  500.0],-1.05,3,          FZ,6,                       Pronoun_DW,PronounDW,PronounDW,12,12,0.96,S12L12,164,31,APS_Silent,Female,18,12,Student,68,57
  [300.0  500.0],1.074,3,          FZ,6,                       Pronoun_DW,PronounDW,PronounDW,13,13,0.92,S13L1,211,25,APS_Silent,Female,19,13,Student,80,69
  [300.0  500.0],-0.826,3,          FZ,6,                       Pronoun_DW,PronounDW,PronounDW,14,14,0.9,L14L2,211,17,APS_Silent,Female,20,12,Student,82,81
  [300.0  500.0],0.971,3,          FZ,6,                       Pronoun_DW,PronounDW,PronounDW,16,16,0.93,s16l4,211,37,APS_Silent,Male,18,12,Student,72,79
  [300.0  500.0],0.803,3,          FZ,6,                       Pronoun_DW,PronounDW,PronounDW,18,18,0.91,S18L6,195,34,APS_Silent,Male,19,12,Student,85,79
  [300.0  500.0],-2.148,3,          FZ,6,                       Pronoun_DW,PronounDW,PronounDW,21,21,0.93,s21L9,137,15,APS_Silent,Male,18,12,Student,72,70
  [300.0  500.0],-1.401,3,          FZ,6,                       Pronoun_DW,PronounDW,PronounDW,22,22,0.91,s22l10,164,21,APS_Silent,Male,23,17,Student,77,98
  [300.0  500.0],3.717,3,          FZ,6,                       Pronoun_DW,PronounDW,PronounDW,25,25,0.94,,,,,,,,Student,,
  [300.0  500.0],0,3,          FZ,6,                       Pronoun_DW,PronounDW,PronounDW,27,27,0.95,S27L3,247,33,APS_Silent,Female,18,12,Student,77,82
  [300.0  500.0],1.525,3,          FZ,6,                       Pronoun_DW,PronounDW,PronounDW,30,30,0.87,s30l6,339,32,APS_Silent,Male,20,15,Student,85,88
  [300.0  500.0],0.927,3,          FZ,6,                       Pronoun_DW,PronounDW,PronounDW,31,31,0.86,s31l7,164,18,APS_Silent,Female,19,12,Student,59,69
  [300.0  500.0],-2.86,3,          FZ,6,                       Pronoun_DW,PronounDW,PronounDW,37,37,0.93,s37L9,261,35,APS_Silent,Female,19,13,Student,89,74
  [300.0  500.0],-3.195,3,          FZ,6,                       Pronoun_DW,PronounDW,PronounDW,38,38,0.91,s38l5,211,34,APS_Silent,Female,18,12,Student,47,64
  [300.0  500.0],-3.068,3,          FZ,6,                       Pronoun_DW,PronounDW,PronounDW,39,39,0.95,S39L12,312,35,APS_Silent,Male,28,16,Student,88,85
  [300.0  500.0],0.796,3,          FZ,6,                       Pronoun_DW,PronounDW,PronounDW,40,40,0.9,s40l4,106,28,APS_Silent,Male,19,13,Student,45,38
  [300.0  500.0],-1.63,3,          FZ,6,                       Pronoun_DW,PronounDW,PronounDW,42,42,0.78,S42L5,164,25,APS_Silent,Male,24,15,Student,74,73
  [300.0  500.0],-1.322,3,          FZ,6,                       Pronoun_DW,PronounDW,PronounDW,43,43,0.89,S43L3,312,34,APS_Silent,Female,20,14,Student,64,69
